"","Number","Name","Country","Region","Type","Activity.Evidence","Last.Known.Eruption","Latitude","Longitude","Elevation..Meters.","Dominant.Rock.Type","Tectonic.Setting","year","yearCE","last_time_eruption"
"535",273070,"Taal","Philippines","Philippines and SE Asia","Caldera","Eruption Observed","1977 CE",14.002,120.993,311,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1977","CE",1977
"536",273080,"Laguna Caldera","Philippines","Philippines and SE Asia","Caldera","Unrest / Holocene","Unknown",14.42,121.27,743,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"537",273081,"Mariveles","Philippines","Philippines and SE Asia","Stratovolcano","Eruption Dated","2050 BCE",14.52,120.47,1388,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2050","BCE",-2050
"538",273082,"Natib","Philippines","Philippines and SE Asia","Stratovolcano","Evidence Uncertain","Unknown",14.72,120.4,1253,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"539",273083,"Pinatubo","Philippines","Philippines and SE Asia","Stratovolcano","Eruption Observed","1993 CE",15.13,120.35,1486,"Dacite","Subduction Zone / Continental Crust (>25 km)","1993","CE",1993
"540",273084,"Arayat","Philippines","Philippines and SE Asia","Stratovolcano","Evidence Uncertain","Unknown",15.2,120.742,1026,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"541",273085,"Amorong","Philippines","Philippines and SE Asia","Lava dome(s)","Unrest / Holocene","Unknown",15.828,120.805,376,"Trachyandesite / Basaltic Trachyandesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"542",273086,"Santo Tomas","Philippines","Philippines and SE Asia","Stratovolcano","Unrest / Pleistocene","Unknown",16.33,120.55,2260,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"543",273087,"Patoc","Philippines","Philippines and SE Asia","Stratovolcano","Unrest / Holocene","Unknown",17.147,120.98,1865,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"544",273088,"Ambalatungan Group","Philippines","Philippines and SE Asia","Compound","Unrest / Holocene","Unknown",17.32,121.1,2329,"Dacite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"545",273090,"Cagua","Philippines","Philippines and SE Asia","Stratovolcano","Eruption Observed","1860 CE",18.222,122.123,1133,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1860","CE",1860
"546",273801,"Malinao","Philippines","Philippines and SE Asia","Stratovolcano","Unrest / Pleistocene","Unknown",13.416,123.608,1548,"","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"547",273804,"Labo","Philippines","Philippines and SE Asia","Compound","Unrest / Pleistocene","Unknown",14.02,122.792,1544,"","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"548",273806,"Panay","Philippines","Philippines and SE Asia","Stratovolcano","Unrest / Pleistocene","Unknown",13.723,120.893,501,"","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"549",274010,"Camiguin de Babuyanes","Philippines","Philippines and SE Asia","Stratovolcano","Eruption Observed","1857 CE",18.83,121.86,712,"Andesite / Basaltic Andesite","Subduction Zone / Crust Thickness Unknown","1857","CE",1857
"550",274020,"Didicas","Philippines","Philippines and SE Asia","Compound","Eruption Observed","1978 CE",19.077,122.202,228,"Andesite / Basaltic Andesite","Subduction Zone / Crust Thickness Unknown","1978","CE",1978
"551",274030,"Babuyan Claro","Philippines","Philippines and SE Asia","Stratovolcano(es)","Eruption Observed","1924 CE",19.523,121.94,1080,"Andesite / Basaltic Andesite","Subduction Zone / Crust Thickness Unknown","1924","CE",1924
"552",274050,"Unnamed","Philippines","Philippines and SE Asia","Submarine","Eruption Observed","1854 CE",20.33,121.75,-24,"No Data","Subduction Zone / Crust Thickness Unknown","1854","CE",1854
"553",274060,"Iraya","Philippines","Philippines and SE Asia","Stratovolcano","Eruption Observed","1454 CE",20.469,122.01,1009,"Andesite / Basaltic Andesite","Subduction Zone / Crust Thickness Unknown","1454","CE",1454
"554",275001,"Hainan Dao","China","Philippines and SE Asia","Pyroclastic cone(s)","Eruption Observed","1933 CE",19.7,110.1,0,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1933","CE",1933
"555",275010,"Leizhou Bandao","China","Philippines and SE Asia","Volcanic field","Evidence Credible","Unknown",20.78,110.17,259,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"556",275020,"Cu-Lao Re Group","Vietnam","Philippines and SE Asia","Volcanic field","Evidence Credible","Unknown",15.38,109.12,181,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"557",275030,"Toroeng Prong","Vietnam","Philippines and SE Asia","Pyroclastic cone","Evidence Uncertain","Unknown",14.93,108,800,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"558",275040,"Haut Dong Nai","Vietnam","Philippines and SE Asia","Volcanic field","Evidence Uncertain","Unknown",11.6,108.2,1000,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"559",275050,"Bas Dong Nai","Vietnam","Philippines and SE Asia","Volcanic field","Evidence Uncertain","Unknown",10.8,107.2,392,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"560",275060,"Cendres, Ile des","Vietnam","Philippines and SE Asia","Submarine","Eruption Observed","1923 CE",10.158,109.014,-20,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1923","CE",1923
"561",275070,"Veteran","Vietnam","Philippines and SE Asia","Submarine","Unrest / Holocene","Unknown",9.83,109.05,0,"No Data","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"562",275080,"Popa","Burma (Myanmar)","Philippines and SE Asia","Stratovolcano","Eruption Dated","442 BCE",20.92,95.25,1518,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","442","BCE",-442
"563",275090,"Lower Chindwin","Burma (Myanmar)","Philippines and SE Asia","Volcanic field","Evidence Uncertain","Unknown",22.28,95.1,385,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"564",275100,"Singu Plateau","Burma (Myanmar)","Philippines and SE Asia","Fissure vent(s)","Evidence Credible","Unknown",22.7,95.98,507,"Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"565",275110,"Tengchong","China","Philippines and SE Asia","Pyroclastic cone(s)","Eruption Dated","5750 BCE",25.23,98.5,2865,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","5750","BCE",-5750
"566",281020,"Unnamed","Taiwan","Japan, Taiwan, Marianas","Submarine","Evidence Uncertain","Unknown",21.83,121.18,-115,"No Data","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"567",281030,"Unnamed","Taiwan","Japan, Taiwan, Marianas","Submarine","Eruption Observed","1853 CE",24,121.83,0,"No Data","Subduction Zone / Continental Crust (>25 km)","1853","CE",1853
"568",281031,"Kueishantao","Taiwan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Observed","1785 CE",24.841,121.953,361,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1785","CE",1785
"569",281032,"Tatun Group","Taiwan","Japan, Taiwan, Marianas","Lava dome(s)","Eruption Dated","648 CE",25.17,121.52,1120,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","648","CE",648
"570",282010,"Submarine Volcano NNE of Iriomotejima","Japan","Japan, Taiwan, Marianas","Submarine","Eruption Observed","1924 CE",24.57,123.93,-200,"Rhyolite","Subduction Zone / Oceanic Crust (< 15 km)","1924","CE",1924
"571",282020,"Io-Torishima","Japan","Japan, Taiwan, Marianas","Complex","Eruption Observed","1968 CE",27.881,128.223,212,"Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust (< 15 km)","1968","CE",1968
"572",282021,"Yokoate-jima","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Observed","1835 CE",28.797,128.997,495,"Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust (< 15 km)","1835","CE",1835
"573",282022,"Akuseki-jima","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Evidence Uncertain","Unknown",29.461,129.597,584,"Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust (< 15 km)","Unknown","Unknown",NA
"574",282030,"Suwanosejima","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Observed","2016 CE",29.638,129.714,796,"Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust (< 15 km)","2016","CE",2016
"575",282040,"Nakanoshima","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Observed","1914 CE",29.859,129.857,979,"Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust (< 15 km)","1914","CE",1914
"576",282041,"Kogaja-jima","Japan","Japan, Taiwan, Marianas","Lava dome(s)","Evidence Uncertain","Unknown",29.879,129.625,301,"Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust (< 15 km)","Unknown","Unknown",NA
"577",282043,"Kuchinoshima","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Dated","1190 CE",29.968,129.926,628,"Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust (< 15 km)","1190","CE",1190
"578",282050,"Kuchinoerabujima","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Observed","2015 CE",30.443,130.217,657,"Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust (< 15 km)","2015","CE",2015
"579",282060,"Kikai","Japan","Japan, Taiwan, Marianas","Caldera","Eruption Observed","2013 CE",30.789,130.308,704,"Rhyolite","Subduction Zone / Oceanic Crust (< 15 km)","2013","CE",2013
"580",282070,"Ata","Japan","Japan, Taiwan, Marianas","Caldera(s)","Eruption Observed","885 CE",31.22,130.57,924,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","885","CE",885
"581",282080,"Aira","Japan","Japan, Taiwan, Marianas","Caldera","Eruption Observed","2016 CE",31.593,130.657,1117,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"582",282081,"Yonemaru-Sumiyoshiike","Japan","Japan, Taiwan, Marianas","Maar(s)","Eruption Dated","6200 BCE",31.771,130.592,40,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","6200","BCE",-6200
"583",282090,"Kirishimayama","Japan","Japan, Taiwan, Marianas","Shield","Eruption Observed","2011 CE",31.934,130.862,1700,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2011","CE",2011
"584",282091,"Fukue","Japan","Japan, Taiwan, Marianas","Shield(s)","Eruption Dated","400 BCE",32.657,128.849,315,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","400","BCE",-400
"585",282100,"Unzendake","Japan","Japan, Taiwan, Marianas","Complex","Eruption Observed","1996 CE",32.761,130.299,1483,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1996","CE",1996
"586",282110,"Asosan","Japan","Japan, Taiwan, Marianas","Caldera","Eruption Observed","2016 CE",32.884,131.104,1592,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"587",282120,"Kujusan","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Observed","1996 CE",33.086,131.249,1791,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1996","CE",1996
"588",282130,"Yufu-Tsurumi","Japan","Japan, Taiwan, Marianas","Lava dome(s)","Eruption Observed","867 CE",33.282,131.39,1584,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","867","CE",867
"589",283001,"Abu","Japan","Japan, Taiwan, Marianas","Shield(s)","Eruption Dated","6850 BCE",34.5,131.6,641,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","6850","BCE",-6850
"590",283002,"Sanbesan","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Dated","650 CE",35.139,132.621,1126,"Dacite","Subduction Zone / Continental Crust (>25 km)","650","CE",650
"591",283003,"Oki-Dogo","Japan","Japan, Taiwan, Marianas","Shield","Evidence Credible","Unknown",36.176,133.334,151,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"592",283010,"Izu-Tobu","Japan","Japan, Taiwan, Marianas","Pyroclastic cone(s)","Eruption Observed","1989 CE",34.9,139.098,1406,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1989","CE",1989
"593",283020,"Hakoneyama","Japan","Japan, Taiwan, Marianas","Complex","Eruption Dated","2015 CE",35.233,139.021,1438,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2015","CE",2015
"594",283030,"Fujisan","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Observed","1708 CE",35.361,138.728,3776,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1708","CE",1708
"595",283031,"Yokodake","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Dated","1200 CE",36.087,138.32,2480,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1200","CE",1200
"596",283040,"Ontakesan","Japan","Japan, Taiwan, Marianas","Complex","Eruption Observed","2014 CE",35.893,137.48,3067,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2014","CE",2014
"597",283050,"Hakusan","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Observed","1659 CE",36.155,136.771,2702,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1659","CE",1659
"598",283060,"Norikuradake","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Dated","50 BCE",36.106,137.554,3026,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","50","BCE",-50
"599",283069,"Akandanayama","Japan","Japan, Taiwan, Marianas","Stratovolcano","Evidence Credible","Unknown",36.2,137.573,2109,"","","Unknown","Unknown",NA
"600",283070,"Yakedake","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Observed","1995 CE",36.227,137.587,2455,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1995","CE",1995
"601",283071,"Washiba-Kumonotaira","Japan","Japan, Taiwan, Marianas","Shield(s)","Evidence Credible","Unknown",36.408,137.594,2924,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"602",283080,"Midagahara","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Observed","1839 CE",36.571,137.59,2621,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1839","CE",1839
"603",283090,"Niigata-Yakeyama","Japan","Japan, Taiwan, Marianas","Lava dome","Eruption Observed","1998 CE",36.921,138.036,2400,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1998","CE",1998
"604",283100,"Myokosan","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Dated","750 BCE",36.891,138.114,2454,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","750","BCE",-750
"605",283110,"Asamayama","Japan","Japan, Taiwan, Marianas","Complex","Eruption Observed","2015 CE",36.406,138.523,2568,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2015","CE",2015
"606",283120,"Kusatsu-Shiranesan","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Observed","1983 CE",36.618,138.528,2165,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1983","CE",1983
"607",283121,"Shiga","Japan","Japan, Taiwan, Marianas","Shield(s)","Evidence Uncertain","Unknown",36.688,138.519,2041,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"608",283122,"Harunasan","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Dated","550 CE",36.477,138.851,1449,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","550","CE",550
"609",283130,"Akagisan","Japan","Japan, Taiwan, Marianas","Stratovolcano","Evidence Uncertain","Unknown",36.56,139.193,1828,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"610",283131,"Hiuchigatake","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Observed","1544 CE",36.955,139.285,2356,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1544","CE",1544
"611",283140,"Nikko-Shiranesan","Japan","Japan, Taiwan, Marianas","Shield","Eruption Observed","1952 CE",36.799,139.376,2578,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1952","CE",1952
"612",283141,"Nantai","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Dated","9540 BCE",36.762,139.494,2486,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","9540","BCE",-9540
"613",283142,"Omanago Group","Japan","Japan, Taiwan, Marianas","Lava dome(s)","Eruption Dated","3050 BCE",36.795,139.507,2341,"Dacite","Subduction Zone / Continental Crust (>25 km)","3050","BCE",-3050
"614",283143,"Takaharayama","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Dated","4570 BCE",36.9,139.777,1795,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","4570","BCE",-4570
"615",283150,"Nasudake","Japan","Japan, Taiwan, Marianas","Stratovolcano(es)","Eruption Observed","1963 CE",37.125,139.963,1915,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1963","CE",1963
"616",283151,"Numazawa","Japan","Japan, Taiwan, Marianas","Shield","Eruption Dated","3400 BCE",37.444,139.566,835,"Dacite","Subduction Zone / Continental Crust (>25 km)","3400","BCE",-3400
"617",283160,"Bandaisan","Japan","Japan, Taiwan, Marianas","Stratovolcano","Eruption Observed","1888 CE",37.601,140.072,1816,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1888","CE",1888
